Last	First	HOF	From	To	Position1	Position	Position2	Ht	Wt	Month	Day	Year	Country	DaysBefore
Caldwell	Ryan	N	2006	2008	D	D	NA	74	174	June	15	1981	Canada	151
Jancevski	Dan	N	2006	2009	D	D	NA	75	218	June	15	1981	Canada	151
Gosselin	Mario	N	1984	1994	G	G	NA	68	160	June	15	1963	Canada	151
Labbe	Jean-Francois	N	2000	2003	G	G	NA	70	175	June	15	1972	Canada	151
Quenneville	Leo	N	1930	1930	LW	F	C	70	170	June	15	1900	Canada	151
Horeck	Pete	N	1945	1952	LW	F	NA	69	158	June	15	1923	Canada	151
Strueby	Todd	N	1982	1984	LW	F	NA	73	185	June	15	1963	Canada	151
Kennedy	Sheldon	N	1990	1997	RW	F	NA	70	180	June	15	1969	Canada	151
McCarthy	Sandy	N	1994	2004	RW	F	NA	75	222	June	15	1972	Canada	151
Burnett	Kelly	N	1953	1953	C	F	NA	70	160	June	16	1926	Canada	151
Sanderson	Derek	N	1966	1978	C	F	NA	73	185	June	16	1946	Canada	151
Fergus	Tom	N	1982	1993	C	F	NA	75	210	June	16	1962	USA	151
Giroux	Alexandre	N	2006	2009	C	F	LW	75	190	June	16	1981	Canada	151
Zubrus	Dainius	N	1997	2009	C	F	NA	77	225	June	16	1978	Lithuania	151
Sullivan	Frank	N	1950	1956	D	D	NA	71	178	June	16	1929	Canada	151
Alexander	Claire	N	1975	1978	D	D	NA	73	175	June	16	1945	Canada	151
Kolstad	Dean	N	1989	1993	D	D	NA	78	220	June	16	1968	Canada	151
McAllister	Chris	N	1998	2004	D	D	NA	80	250	June	16	1975	Canada	151
Pollock	Jame	N	2004	2004	D	D	NA	73	210	June	16	1979	Canada	151
Fitzgerald	Zach	N	2008	2008	D	D	NA	74	214	June	16	1985	USA	151
Bieksa	Kevin	N	2006	2009	D	D	NA	73	205	June	16	1981	Canada	151
Levasseur	Jean-Louis	N	1980	1980	G	G	NA	70	160	June	16	1949	Canada	151
McCabe	Stan	N	1930	1934	LW	F	NA	66	165	June	16	1908	Canada	151
Fashoway	Gordie	N	1951	1951	LW	F	NA	71	180	June	16	1926	Canada	151
White	Tony	N	1975	1980	LW	F	NA	70	175	June	16	1954	Canada	151
Brigley	Travis	N	1998	2004	LW	F	NA	73	205	June	16	1977	Canada	151
Nash	Rick	N	2003	2009	LW	F	NA	76	218	June	16	1984	Canada	151
Cullen	Barry	N	1956	1960	RW	F	NA	73	183	June	16	1935	Canada	151
Moller	Mike	N	1981	1987	RW	F	NA	73	194	June	16	1962	Canada	151
Larmer	Steve	N	1981	1995	RW	F	NA	71	195	June	16	1961	Canada	151
Pelletier	Pascal	N	2008	2009	RW	F	NA	71	197	June	16	1983	Canada	151
Hendricks	Matt	N	2009	2009	C	F	NA	73	215	June	17	1981	USA	151
Whitfield	Trent	N	2001	2009	C	F	NA	71	209	June	17	1977	Canada	151
McLeod	Al	N	1974	1974	D	D	NA	71	200	June	17	1949	Canada	151
Hughes	Brent	N	1968	1975	D	D	NA	73	205	June	17	1943	Canada	151
Pesut	George	N	1975	1976	D	D	NA	73	205	June	17	1953	Canada	151
Fortier	Dave	N	1973	1977	D	D	NA	71	190	June	17	1951	Canada	151
Milbury	Mike	N	1976	1987	D	D	NA	73	200	June	17	1952	USA	151
Wilson	Rik	N	1982	1988	D	D	NA	73	180	June	17	1962	USA	151
Pettinen	Tomi	N	2003	2006	D	D	NA	75	220	June	17	1977	Finland	151
Roche	Travis	N	2001	2007	D	D	NA	73	200	June	17	1978	Canada	151
Koistinen	Ville	N	2008	2009	D	D	NA	71	190	June	17	1982	Finland	151
Garrett	John	N	1980	1985	G	G	NA	68	175	June	17	1951	Canada	151
Sauve	Bob	N	1977	1989	G	G	NA	68	175	June	17	1955	Canada	151
Fiset	Stephane	N	1990	2002	G	G	NA	73	215	June	17	1970	Canada	151
Noronen	Mika	N	2001	2006	G	G	NA	74	200	June	17	1979	Finland	151
Ouellet	Maxime	N	2001	2006	G	G	NA	74	195	June	17	1981	Canada	151
Barlow	Bob	N	1970	1971	LW	F	NA	70	165	June	17	1935	Canada	151
Kwong	Larry	N	1948	1948	RW	F	NA	66	150	June	17	1923	Canada	151
Hansen	Tavis	N	1995	2001	RW	F	NA	73	205	June	17	1975	Canada	151
Kjellberg	Patric	N	1993	2003	RW	F	NA	74	210	June	17	1969	Sweden	151
Svatos	Marek	N	2004	2009	RW	F	NA	70	185	June	17	1982	Czech Republic	151
Leach	Larry	N	1959	1962	C	F	NA	74	175	June	18	1936	Canada	151
Yates	Ross	N	1984	1984	C	F	NA	71	170	June	18	1959	Canada	151
Clark	Nobby	N	1928	1928	D	D	NA	73	190	June	18	1897	Canada	151
Bodger	Doug	N	1985	2000	D	D	NA	74	210	June	18	1966	Canada	151
Rouse	Bob	N	1984	2000	D	D	NA	74	215	June	18	1964	Canada	151
McLaren	Kyle	N	1996	2008	D	D	NA	76	235	June	18	1977	Canada	151
Hale	David	N	2004	2009	D	D	NA	74	213	June	18	1981	USA	151
Hejda	Jan	N	2007	2009	D	D	NA	75	229	June	18	1978	Czech Republic	151
Herron	Denis	N	1973	1986	G	G	NA	71	165	June	18	1952	Canada	151
Harding	Josh	N	2006	2009	G	G	NA	73	197	June	18	1984	Canada	151
Niittymaki	Antero	N	2004	2009	G	G	NA	73	215	June	18	1980	Finland	151
McKee	Mike	N	1994	1994	LW	F	NA	75	203	June	18	1969	Canada	151
Morrow	Scott	N	1995	1995	LW	F	NA	73	185	June	18	1969	USA	151
Lamb	Joe	N	1928	1938	RW	F	NA	70	170	June	18	1906	Canada	151
Neil	Chris	N	2002	2009	RW	F	NA	73	214	June	18	1979	Canada	151
St.Louis	Martin	N	1999	2009	RW	F	NA	69	177	June	18	1975	Canada	151
Volek	David	N	1989	1994	W	F	NA	73	185	June	18	1966	Czech Republic	151
McKechnie	Walt	N	1968	1983	C	F	NA	74	195	June	19	1947	Canada	151
Evans	Stewart	N	1931	1939	D	D	NA	70	170	June	19	1908	Canada	151
Shewchuk	Jack	N	1939	1945	D	D	NA	73	190	June	19	1917	Canada	151
Reigle	Ed	N	1951	1951	D	D	NA	69	180	June	19	1924	Canada	151
Corsi	Jim	N	1980	1980	G	G	NA	70	180	June	19	1954	Canada	151
Ellis	Dan	N	2004	2009	G	G	NA	73	185	June	19	1980	Canada	151
Scott	Laurie	N	1927	1928	LW	F	C	66	155	June	19	1900	Canada	151
Frolov	Alexander	N	2003	2009	LW	F	NA	74	216	June	19	1982	Russia	151
McCreary	Keith	N	1965	1975	RW	F	NA	70	180	June	19	1940	Canada	151
Karjalainen	Kyosti	N	1992	1992	RW	F	NA	74	190	June	19	1967	Sweden	151
Makarov	Sergei	N	1990	1997	RW	F	NA	71	185	June	19	1958	Russia	151
Motter	Alex	N	1935	1943	C	F	NA	73	175	June	20	1913	Canada	151
Peters	Jimmy	N	1965	1975	C	F	NA	74	185	June	20	1944	Canada	151
Bowman	Ralph	N	1934	1940	D	D	NA	71	190	June	20	1911	Canada	151
Svoboda	Petr	N	2001	2001	D	D	NA	75	200	June	20	1980	Czech Republic	151
Corvo	Joe	N	2003	2009	D	D	NA	73	204	June	20	1977	USA	151
Jablonski	Pat	N	1990	1998	G	G	NA	73	180	June	20	1967	USA	151
Gladu	Jean-Paul	N	1945	1945	LW	F	NA	71	180	June	20	1921	Canada	151
Croteau	Gary	N	1969	1980	LW	F	NA	73	205	June	20	1946	Canada	151
Ogrodnick	John	N	1980	1993	LW	F	NA	73	204	June	20	1959	Canada	151
Giuliano	Jeff	N	2006	2008	LW	F	NA	69	205	June	20	1979	USA	151
Sarner	Craig	N	1975	1975	RW	F	NA	71	185	June	20	1949	USA	151
Cossette	Jacques	N	1976	1979	RW	F	NA	69	185	June	20	1954	Canada	151
Snuggerud	Dave	N	1990	1993	RW	F	NA	73	190	June	20	1966	USA	151
Thomas	Bill	N	2006	2009	RW	F	NA	73	191	June	20	1983	USA	151
Morenz	Howie	Y	1924	1937	C	F	NA	69	165	June	21	1902	Canada	151
McNab	Max	N	1948	1950	C	F	NA	74	179	June	21	1924	Canada	151
O'Connor	Buddy	Y	1942	1951	C	F	NA	68	142	June	21	1916	Canada	151
Brydges	Paul	N	1987	1987	C	F	NA	71	180	June	21	1965	Canada	151
Bourne	Bob	N	1975	1988	C	F	NA	75	200	June	21	1954	Canada	151
DeBlois	Lucien	N	1978	1992	C	F	NA	71	200	June	21	1957	Canada	151
Bremberg	Fredrik	N	1999	1999	C	F	NA	73	190	June	21	1973	Sweden	151
Rheaume	Pascal	N	1997	2006	C	F	NA	73	210	June	21	1973	Canada	151
Shannon	Darryl	N	1989	2001	D	D	NA	74	208	June	21	1968	Canada	151
Methot	Marc	N	2007	2009	D	D	NA	75	224	June	21	1985	Canada	151
Low	Ron	N	1973	1985	G	G	NA	73	205	June	21	1950	Canada	151
Gustafson	Derek	N	2001	2002	G	G	NA	71	210	June	21	1979	USA	151
Danis	Yann	N	2006	2009	G	G	NA	73	181	June	21	1981	Canada	151
Dupere	Denis	N	1971	1978	LW	F	NA	73	200	June	21	1948	Canada	151
Saunders	Bernie	N	1980	1981	LW	F	NA	73	190	June	21	1956	Canada	151
Berry	Ken	N	1982	1989	LW	F	NA	69	175	June	21	1960	Canada	151
Martinson	Steve	N	1988	1992	LW	F	NA	73	205	June	21	1959	USA	151
Hecht	Jochen	N	1999	2009	LW	F	NA	73	196	June	21	1977	Germany	151
Gray	Alex	N	1928	1929	RW	F	NA	70	170	June	21	1899	England	151
Ingoldsby	Johnny	N	1943	1944	RW	F	D	74	210	June	21	1924	Canada	151
Melametsa	Anssi	N	1986	1986	RW	F	NA	73	191	June	21	1961	Finland	151
Madill	Jeff	N	1991	1991	RW	F	NA	71	195	June	21	1965	Canada	151
Low	Reed	N	2001	2007	RW	F	NA	76	220	June	21	1976	Canada	151
Helminen	Dwight	N	2009	2009	C	F	NA	70	191	June	22	1983	USA	151
Powe	Darroll	N	2009	2009	C	F	NA	71	210	June	22	1985	Canada	151
Pelletier	Roger	N	1968	1968	D	D	NA	71	195	June	22	1945	Canada	151
Amodeo	Mike	N	1980	1980	D	D	NA	70	190	June	22	1952	Canada	151
Campbell	Scott	N	1980	1982	D	D	NA	75	205	June	22	1957	Canada	151
Turner	Dean	N	1979	1983	D	D	NA	74	215	June	22	1958	USA	151
Stanton	Paul	N	1991	1995	D	D	NA	73	195	June	22	1967	USA	151
Tezikov	Alexei	N	1999	2002	D	D	NA	73	208	June	22	1978	Russia	151
Luoma	Mikko	N	2004	2004	D	D	NA	75	207	June	22	1976	Finland	151
Mikkelson	Brendan	N	2009	2009	D	D	NA	74	202	June	22	1987	Canada	151
Beckford-Tseu	Chris	N	2008	2008	G	G	NA	74	201	June	22	1984	Canada	151
Bryzgalov	Ilya	N	2002	2009	G	G	NA	75	210	June	22	1980	Russia	151
Bashkirov	Andrei	N	1999	2001	LW	F	NA	73	215	June	22	1970	Russia	151
Bergdinon	Fred	N	1926	1926	RW	F	NA	73	170	June	22	1906	Canada	151
Gatzos	Steve	N	1982	1985	RW	F	NA	71	185	June	22	1961	Canada	151
Gosselin	David	N	2000	2002	RW	F	NA	73	205	June	22	1977	Canada	151
Henderson	Matt	N	1999	2002	RW	F	NA	73	200	June	22	1974	USA	151
Dwyer	Patrick	N	2009	2009	RW	F	NA	71	175	June	22	1983	USA	151
Noble	Reg	Y	1918	1933	C	F	D	68	180	June	23	1896	Canada	151
Martensson	Tony	N	2004	2004	C	F	NA	73	189	June	23	1980	Sweden	151
Laich	Brooks	N	2004	2009	C	F	NA	74	205	June	23	1983	Canada	151
Laforce	Ernie	N	1943	1943	D	D	NA	71	175	June	23	1916	Canada	151
Laycoe	Hal	N	1946	1956	D	D	NA	74	185	June	23	1922	Canada	151
Playfair	Larry	N	1979	1990	D	D	NA	76	205	June	23	1958	Canada	151
Doraty	Ken	N	1927	1938	F	F	NA	67	133	June	23	1906	Canada	151
Roach	John Ross	N	1922	1935	G	G	NA	65	130	June	23	1900	Canada	151
Takko	Kari	N	1986	1991	G	G	NA	74	189	June	23	1962	Finland	151
Potvin	Felix	N	1992	2004	G	G	NA	73	190	June	23	1971	Canada	151
Stewart	Gaye	N	1943	1953	LW	F	NA	71	175	June	23	1923	Canada	151
Haas	David	N	1991	1994	LW	F	NA	74	200	June	23	1968	Canada	151
Boogaard	Derek	N	2006	2009	LW	F	NA	79	258	June	23	1982	Canada	151
Creighton	Dave	N	1949	1960	C	F	NA	73	195	June	24	1930	Canada	151
Nicholls	Bernie	N	1982	1999	C	F	NA	73	185	June	24	1961	Canada	151
Reid	Tom	N	1968	1978	D	D	NA	73	200	June	24	1946	Canada	151
Miller	Perry	N	1978	1981	D	D	NA	73	194	June	24	1952	Canada	151
Suter	Gary	N	1986	2002	D	D	NA	73	215	June	24	1964	USA	151
Krupp	Uwe	N	1987	2003	D	D	NA	78	235	June	24	1965	Germany	151
Skolney	Wade	N	2006	2006	D	D	NA	73	197	June	24	1981	Canada	151
Malik	Marek	N	1995	2009	D	D	NA	78	235	June	24	1975	Czech Republic	151
Raymond	Alain	N	1988	1988	G	G	NA	70	180	June	24	1965	Canada	151
MacIntyre	Drew	N	2008	2008	G	G	NA	74	185	June	24	1983	Canada	151
Gottselig	Johnny	N	1929	1945	LW	F	NA	71	158	June	24	1905	Russia	151
Cashman	Wayne	N	1965	1983	LW	F	NA	73	208	June	24	1945	Canada	151
Huard	Bill	N	1993	2000	LW	F	NA	73	215	June	24	1967	Canada	151
Leroux	Jean-Yves	N	1997	2001	LW	F	NA	74	211	June	24	1976	Canada	151
Daniels	Jeff	N	1991	2003	LW	F	NA	73	200	June	24	1968	Canada	151
Churla	Shane	N	1987	1997	RW	F	NA	73	200	June	24	1965	Canada	151
Brown	Mike	N	2008	2009	RW	F	NA	73	210	June	24	1985	USA	151
Lehtinen	Jere	N	1996	2009	RW	F	NA	73	192	June	24	1973	Finland	151
Harvey	Hugh	N	1975	1976	C	F	LW	73	175	June	25	1949	Canada	151
Armstrong	Bill	N	1991	1991	C	F	NA	74	195	June	25	1966	Canada	151
Gilmour	Doug	N	1984	2003	C	F	NA	71	177	June	25	1963	Canada	151
Reichel	Robert	N	1991	2004	C	F	NA	70	180	June	25	1971	Czech Republic	151
Metropolit	Glen	N	2000	2009	C	F	NA	70	193	June	25	1974	Canada	151
Stoll	Jarret	N	2003	2009	C	F	NA	73	210	June	25	1982	Canada	151
Dickens	Ernie	N	1942	1951	D	D	NA	73	175	June	25	1921	Canada	151
Reirden	Todd	N	1999	2004	D	D	NA	77	225	June	25	1971	USA	151
Lessard	Mario	N	1979	1984	G	G	NA	69	190	June	25	1954	Canada	151
King	Scott	N	1991	1992	G	G	NA	73	185	June	25	1967	Canada	151
Millen	Greg	N	1979	1992	G	G	NA	69	175	June	25	1957	Canada	151
Hayward	Brian	N	1983	1993	G	G	NA	70	180	June	25	1960	Canada	151
Hnilicka	Milan	N	2000	2004	G	G	NA	73	190	June	25	1973	Czech Republic	151
Caron	Sebastien	N	2003	2007	G	G	NA	73	170	June	25	1980	Canada	151
Trottier	Dave	N	1929	1939	LW	F	NA	70	170	June	25	1906	Canada	151
Paterson	Joe	N	1981	1989	LW	F	NA	74	207	June	25	1960	Canada	151
Corbet	Rene	N	1994	2001	LW	F	NA	73	195	June	25	1973	Canada	151
Hodge	Ken	N	1965	1978	RW	F	NA	74	210	June	25	1944	Canada	151
Simard	Martin	N	1991	1993	RW	F	NA	73	215	June	25	1966	Canada	151
Ondrus	Ben	N	2006	2009	RW	F	NA	73	194	June	25	1982	Canada	151
Bolduc	Alexandre	N	2009	2009	C	F	NA	73	178	June	26	1985	Canada	151
Germain	Eric	N	1988	1988	D	D	NA	73	195	June	26	1966	Canada	151
Armstrong	Chris	N	2001	2004	D	D	NA	73	205	June	26	1975	Canada	151
Erskine	John	N	2002	2009	D	D	NA	76	218	June	26	1980	Canada	151
Jovanovski	Ed	N	1996	2009	D	D	NA	74	210	June	26	1976	Canada	151
Hainsworth	George	Y	1927	1937	G	G	NA	66	150	June	26	1895	Canada	151
McLean	Kirk	N	1986	2001	G	G	NA	73	180	June	26	1966	Canada	151
Gruen	Danny	N	1973	1977	LW	F	NA	71	190	June	26	1952	Canada	151
Jones	Brad	N	1987	1992	LW	F	NA	73	195	June	26	1965	USA	151
Junker	Steve	N	1994	1994	LW	F	NA	73	184	June	26	1972	Canada	151
McLeod	Cody	N	2008	2009	LW	F	NA	74	210	June	26	1984	Canada	151
White	Tex	N	1926	1931	RW	F	NA	71	155	June	26	1900	Canada	151
Jankowski	Lou	N	1951	1955	C	F	RW	73	180	June	27	1931	Canada	151
Raleigh	Don	N	1944	1956	C	F	NA	71	150	June	27	1926	Canada	151
Laurence	Don	N	1979	1980	C	F	NA	69	175	June	27	1957	Canada	151
Costello	Rich	N	1984	1986	C	F	NA	73	175	June	27	1963	USA	151
Santala	Tommi	N	2004	2007	C	F	NA	75	210	June	27	1979	Finland	151
Radley	Yip	N	1931	1937	D	D	NA	73	198	June	27	1908	Canada	151
Holloway	Bruce	N	1985	1985	D	D	NA	73	200	June	27	1963	Canada	151
Mikulchik	Oleg	N	1994	1996	D	D	NA	74	200	June	27	1964	Belarus	151
Visheau	Mark	N	1994	1999	D	D	NA	78	222	June	27	1973	Canada	151
Cairns	Eric	N	1997	2007	D	D	NA	78	230	June	27	1974	Canada	151
Mondou	Armand	N	1929	1940	LW	F	NA	70	175	June	27	1905	Canada	151
Toomey	Sean	N	1987	1987	LW	F	NA	73	200	June	27	1965	USA	151
Polak	Vojtech	N	2006	2007	LW	F	NA	71	180	June	27	1985	Czech Republic	151
Horne	George	N	1926	1929	RW	F	NA	66	165	June	27	1904	Canada	151
Shelton	Doug	N	1968	1968	RW	F	NA	70	175	June	27	1945	Canada	151
Charbonneau	Stephane	N	1992	1992	RW	F	NA	74	195	June	27	1970	Canada	151
McAtee	Norm	N	1947	1947	C	F	NA	68	165	June	28	1921	Canada	151
Gee	George	N	1946	1954	C	F	NA	71	180	June	28	1922	Canada	151
Nethery	Lance	N	1981	1982	C	F	NA	73	185	June	28	1957	Canada	151
Patrick	 Murray 	N	1938	1946	D	D	NA	74	200	June	28	1915	Canada	151
Watson	Jim	N	1964	1972	D	D	NA	74	186	June	28	1943	Canada	151
Jackman	Ric	N	2000	2007	D	D	NA	74	214	June	28	1978	Canada	151
Skinner	Brett	N	2009	2009	D	D	NA	73	183	June	28	1983	Canada	151
Ironstone	Joe	N	1926	1928	G	G	NA	66	180	June	28	1898	Canada	151
Melanson	Roland	N	1981	1992	G	G	NA	70	185	June	28	1960	Canada	151
Parsons	George	N	1937	1939	LW	F	NA	71	174	June	28	1914	Canada	151
Johnson	Earl	N	1954	1954	LW	F	NA	73	185	June	28	1931	Canada	151
Rooney	Steve	N	1985	1989	LW	F	NA	74	205	June	28	1962	USA	151
Nordgren	Niklas	N	2006	2006	LW	F	NA	71	185	June	28	1979	Sweden	151
Larsen	Brad	N	1998	2008	LW	F	NA	73	210	June	28	1977	Canada	151
Jennings	Bill	N	1941	1945	RW	F	NA	70	165	June	28	1917	Canada	151
Lefebvre	Patrice	N	1999	1999	RW	F	NA	66	160	June	28	1967	Canada	151
Virta	Tony	N	2002	2002	RW	F	NA	70	196	June	28	1972	Finland	151
Veneruzzo	Gary	N	1968	1972	W	F	NA	68	165	June	28	1943	Canada	151
Roy	Stephane	N	1988	1988	C	F	NA	73	190	June	29	1967	Canada	151
Pohl	John	N	2004	2008	C	F	NA	73	196	June	29	1979	USA	151
Sillinger	Mike	N	1991	2009	C	F	NA	71	198	June	29	1971	Canada	151
Smith	Rick	N	1969	1981	D	D	NA	71	190	June	29	1948	Canada	151
Hartsburg	Craig	N	1980	1989	D	D	NA	73	200	June	29	1959	Canada	151
Ryan	Prestin	N	2006	2006	D	D	NA	73	190	June	29	1980	Canada	151
Timonen	Jussi	N	2007	2007	D	D	NA	73	200	June	29	1983	Finland	151
Mormina	Joey	N	2008	2008	D	D	NA	78	220	June	29	1982	Canada	151
Sidorkiewicz	Peter	N	1988	1998	G	G	NA	69	180	June	29	1963	Poland	151
Moss	Tyler	N	1998	2003	G	G	NA	73	185	June	29	1975	Canada	151
Arbour	Ty	N	1927	1931	LW	F	NA	67	160	June	29	1896	Canada	151
Buhr	Doug	N	1975	1975	LW	F	NA	75	215	June	29	1949	Canada	151
Lawton	Brian	N	1984	1993	LW	F	NA	73	180	June	29	1965	USA	151
Kalus	Petr	N	2007	2007	LW	F	NA	73	201	June	29	1987	Czech Republic	151
Suikkanen	Kai	N	1982	1983	RW	F	NA	74	205	June	29	1959	Finland	151
Fleury	Theoren	N	1989	2003	RW	F	NA	66	182	June	29	1968	Canada	151
Caffery	Jack	N	1955	1958	C	F	NA	73	165	June	30	1934	Canada	151
Tessier	Orval	N	1955	1961	C	F	NA	68	160	June	30	1933	Canada	151
Fisher	Craig	N	1990	1997	C	F	NA	75	180	June	30	1970	Canada	151
Montgomery	Jim	N	1994	2003	C	F	NA	70	180	June	30	1969	Canada	151
Harris	Ron	N	1963	1976	D	D	NA	70	190	June	30	1942	Canada	151
Fauss	Ted	N	1987	1988	D	D	NA	74	205	June	30	1961	USA	151
Ladouceur	Randy	N	1983	1996	D	D	NA	74	220	June	30	1960	Canada	151
Robertsson	Bert	N	1998	2001	D	D	NA	75	205	June	30	1974	Sweden	151
Duchesne	Steve	N	1987	2002	D	D	NA	71	195	June	30	1965	Canada	151
Alberts	Andrew	N	2006	2009	D	D	NA	77	218	June	30	1981	USA	151
Head	Don	N	1962	1962	G	G	NA	70	200	June	30	1933	Canada	151
Pusey	Chris	N	1986	1986	G	G	NA	73	180	June	30	1965	Canada	151
Friesen	Karl	N	1987	1987	G	G	NA	73	185	June	30	1958	Canada	151
Froese	Bob	N	1983	1990	G	G	NA	71	176	June	30	1958	Canada	151
Weeks	Steve	N	1981	1993	G	G	NA	71	170	June	30	1958	Canada	151
McLennan	Jamie	N	1994	2007	G	G	NA	73	190	June	30	1971	Canada	151
Stewart	Karl	N	2004	2008	LW	F	NA	71	185	June	30	1983	Canada	151
Jaffray	Jason	N	2008	2009	LW	F	NA	73	205	June	30	1981	Canada	151
Hodgson	Ted	N	1967	1967	RW	F	NA	71	185	June	30	1945	Canada	151
Tudor	Rob	N	1979	1983	RW	F	C	71	188	June	30	1956	Canada	151
Balderis	Helmut	N	1990	1990	RW	F	NA	71	190	June	30	1952	Latvia	151
Delisle	Jonathan	N	1999	1999	RW	F	NA	70	180	June	30	1977	Canada	151
Gernander	Ken	N	1996	2004	RW	F	NA	70	175	June	30	1969	USA	151
Williams	Fred	N	1977	1977	C	F	NA	71	178	July	1	1956	Canada	181
Eastwood	Mike	N	1992	2004	C	F	NA	75	216	July	1	1967	Canada	181
Schremp	Rob	N	2007	2009	C	F	NA	71	200	July	1	1986	USA	181
Barrett	John	N	1981	1988	D	D	NA	73	210	July	1	1958	Canada	181
McGillis	Dan	N	1997	2006	D	D	NA	75	220	July	1	1972	Canada	181
Beveridge	Bill	N	1930	1943	G	G	NA	68	170	July	1	1909	Canada	181
Fankhouser	Scott	N	2000	2001	G	G	NA	74	205	July	1	1975	USA	181
Ramo	Karri	N	2007	2009	G	G	NA	74	201	July	1	1986	Finland	181
Ramsay	Les	N	1945	1945	LW	F	NA	69	155	July	1	1920	Canada	181
Laforge	Claude	N	1958	1969	LW	F	NA	69	172	July	1	1936	Canada	181
Shutt	Steve	Y	1973	1985	LW	F	NA	71	185	July	1	1952	Canada	181
Burr	Shawn	N	1985	2000	LW	F	C	73	205	July	1	1966	Canada	181
Spanhel	Martin	N	2001	2002	LW	F	NA	74	206	July	1	1977	Czech Republic	181
Berti	Adam	N	2008	2008	LW	F	NA	75	198	July	1	1986	Canada	181
Gilbert	Rod	Y	1961	1978	RW	F	NA	69	180	July	1	1941	Canada	181
Sushinsky	Maxim	N	2001	2001	RW	F	NA	68	165	July	1	1974	Russia	181
Iginla	Jarome	N	1997	2009	RW	F	NA	73	207	July	1	1977	Canada	181
Sobotka	Vladimir	N	2008	2009	C	F	NA	71	193	July	2	1987	Czech Republic	181
Thornton	Joe	N	1998	2009	C	F	NA	76	235	July	2	1979	Canada	181
Voros	Aaron	N	2008	2009	C	F	NA	75	202	July	2	1981	Canada	181
Logan	Dave	N	1976	1981	D	D	NA	70	190	July	2	1954	Canada	181
Hagglund	Roger	N	1985	1985	D	D	NA	73	175	July	2	1961	Sweden	181
Vokoun	Tomas	N	1997	2009	G	G	NA	73	195	July	2	1976	Czech Republic	181
McPhee	George	N	1984	1989	LW	F	NA	69	170	July	2	1958	Canada	181
Lawless	Paul	N	1983	1990	LW	F	NA	71	185	July	2	1964	Canada	181
Huska	Ryan	N	1998	1998	LW	F	NA	74	194	July	2	1975	Canada	181
Harkins	Brett	N	1995	2002	LW	F	NA	73	185	July	2	1970	USA	181
Carr	Lorne	N	1934	1946	RW	F	NA	68	161	July	2	1910	Canada	181
Wharram	Kenny	N	1952	1969	RW	F	C	69	160	July	2	1933	Canada	181
Coates	Steve	N	1977	1977	RW	F	NA	69	172	July	2	1950	Canada	181
Daze	Eric	N	1995	2006	RW	F	NA	78	235	July	2	1975	Canada	181
Dahlstrom	Carl	N	1938	1945	C	F	NA	71	175	July	3	1912	USA	181
Bellemer	Andy	N	1933	1933	D	D	NA	71	185	July	3	1903	Canada	181
Lewis	Dave	N	1974	1988	D	D	NA	74	205	July	3	1953	Canada	181
Aucoin	Adrian	N	1995	2009	D	D	NA	74	212	July	3	1973	Canada	181
Belak	Wade	N	1997	2009	D	D	NA	77	221	July	3	1976	Canada	181
Numminen	Teppo	N	1989	2009	D	D	NA	74	198	July	3	1968	Finland	181
Webster	Don	N	1944	1944	LW	F	NA	68	180	July	3	1924	Canada	181
Kekalainen	Jarmo	N	1990	1994	LW	F	NA	73	190	July	3	1966	Finland	181
Christie	Ryan	N	2000	2002	LW	F	NA	75	200	July	3	1978	Canada	181
Bailey	Ace	Y	1927	1934	RW	F	NA	70	160	July	3	1903	Canada	181
Loob	Hakan	N	1984	1989	RW	F	NA	69	170	July	3	1960	Sweden	181
Luhning	Warren	N	1998	2000	RW	F	NA	74	185	July	3	1975	Canada	181
Miettinen	Antti	N	2004	2009	RW	F	NA	73	190	July	3	1980	Finland	181
Selanne	Teemu	N	1993	2009	RW	F	NA	73	204	July	3	1970	Finland	181
Desjardins	Victor	N	1931	1932	C	F	NA	69	160	July	4	1900	USA	181
Widing	Juha	N	1970	1977	C	F	NA	73	180	July	4	1947	Finland	181
Rucchin	Steve	N	1995	2007	C	F	NA	74	210	July	4	1971	Canada	181
Duncan	Art	N	1927	1931	D	D	NA	73	190	July	4	1891	Canada	181
Stapleton	Pat	N	1962	1973	D	D	NA	68	180	July	4	1940	Canada	181
Bednarski	John	N	1975	1980	D	D	NA	70	195	July	4	1952	Canada	181
Chalupa	Milan	N	1985	1985	D	D	NA	70	183	July	4	1953	Czech Republic	181
Crowley	Mike	N	1998	2001	D	D	NA	71	190	July	4	1975	USA	181
Forbes	Vernon	N	1920	1933	G	G	NA	66	140	July	4	1897	Canada	181
Cude	Wilf	N	1931	1941	G	G	NA	69	146	July	4	1910	England	181
Divis	Reinhard	N	2002	2006	G	G	NA	73	200	July	4	1975	Austria	181
Tremblay	Marcel	N	1939	1939	RW	F	NA	71	165	July	4	1915	Canada	181
Fisher	Joe	N	1940	1943	RW	F	NA	73	175	July	4	1916	Canada	181
McClelland	Kevin	N	1982	1994	RW	F	NA	74	205	July	4	1962	Canada	181
Melin	Bjorn	N	2007	2007	RW	F	NA	73	205	July	4	1981	Sweden	181
Knuble	Mike	N	1997	2009	RW	F	NA	75	230	July	4	1972	Canada	181
Carrigan	Gene	N	1931	1935	C	F	NA	73	200	July	5	1907	Canada	181
